Company ID,Company,Company Legal Name,Competitors,Description,Primary Industry Sector,Primary Industry Group,Primary Industry Code,All Industries,Verticals,Keywords,Company Financing Status,Total Raised,Business Status,Ownership Status,Universe,Employees,Exchange,Ticker,Year Founded,Last Updated Date,Parent Company,HQ Country,HQ Location,Last Known Valuation,Last Known Valuation Date,Last Known Valuation Deal Type,Last Financing Date,Last Financing Size,Last Financing Size Status,Last Financing Valuation,Last Financing Valuation Status,Last Financing Deal Type,Last Financing Deal Type 2,Last Financing Deal Class,Last Financing Debt Date,Last Financing Status,Last Financing Debt Size,Last Financing Debt,First Financing Date,First Financing Size,First Financing Size Status,First Financing Deal Type,First Financing Valuation,First Financing Valuation Status,First Financing Deal Type 2,First Financing Deal Class,First Financing Status,First Financing Debt,Revenue,Revenue Growth %,Net Income,Net Debt,Market Cap,Gross Profit,Enterprise Value,EBITDA,EBIT,Total Patent Document,Total Patent Families,Active Patent Document,Pending Patent Document,Patent Expiering the Next Year,Inactive Family Documents,Top CPC Codes,Total Clinical Trials,Acquirers,#Active Investors,Active Investors,Financing Status Notes,Former Investors,Other Investors
41527-81,TAT Technologies (TAE: TATT),TAT Technologies Ltd.,"General Dynamics, Rolls-Royce Holdings, Safran Group, Rafael Advanced Defense Systems, L3 Harris Technologies, Northrop Grumman, BAE Systems, Genesys Aerosystems, Sumitomo Precision Products Company, Airbus Group, RTX, Woodward, SpaceX, GE Aerospace, Embraer, Danfoss, Aaon, Boeing, General Atomics, Pratt & Whitney, Bacharach, Gree Canada, Lockheed Martin, Carlisle Companies, Trane, Panasonic Compressor (Dalian), Novanta IMS","TAT Technologies Ltd provides solutions and services to the commercial and military aerospace and ground defense industries, focused mainly on three product areas and services: Thermal Management, Power and Actuation, and Maintenance, Repair and Overhaul (MRO). Its product portfolio includes heat exchangers, cooling systems, and mechanical aircraft accessories and systems such as pumps, valves, and turbine power units. Its operating segments are MRO services for aviation components, which derive key revenue, Original equipment manufacturing (OEM) of heat transfer solutions and aviation accessories, MRO services for heat transfer components and OEM of heat transfer solutions, and Overhaul and coating of jet engine components. Geographically, it derives key revenue from the United States.",Business Products and Services (B2B),Commercial Products,Aerospace and Defense,Aerospace and Defense*,Manufacturing,"aerospace components, aerospace equipment, aircraft electronics, aircraft machinery, aviation, commercial product, defense equipment, heat exchange, landing gear, manufacturing, pumps and heater, valves actuators",Formerly PE-Backed,19.7,Profitable,Publicly Held,"M&A, Private Equity, Publicly Listed",634,TAE,TATT,1969,2025-04-26,,Israel,"Kiryat Gat, Israel",161.29,2024-09-01,PIPE,2024-09-01,10.0,Actual,161.29,Estimated,PIPE,,Other,2024-09-01,Announced/In Progress,,,1987-03-01,,,IPO,,,,Public Investment,Completed,,152.12,0.3368,11.17,12.53,282.56,33.01,292.1,17.48,12.03,4,3,,1,3,3,Coating metallic material,,,1,FIMI Opportunity Funds,"The company (TAE:TATT) has entered into a definitive agreement to sell a 6.2% stake to undisclosed investors through a private placement as of September 1, 2024. Previously, FIMI Opportunity Funds sold a 24.96% stake in the company to an undisclosed buyer for ILS 129 million on September 2, 2024. The company is being actively tracked by PitchBook.","EN Shoham Business, Leap Tide Capital Management",
41126-95,Teva Pharmaceutical Industries (TAE: TEVA),Teva Pharmaceutical Industries Ltd.,"AbbVie, Pfizer (Pharmaceuticals), Dr. Reddy's Laboratories, Roche, SynCore Biotechnology Company, Sandoz Group, Evolus, AstraZeneca, Takeda Pharmaceutical, Hikma Pharmaceuticals, Merck & Co., Abbott India, Sun Pharmaceutical Industries, Novartis, Cipla, GSK, Phibro Animal Health, Novartis India, The Medicines Company, Sagent Pharmaceuticals, ANI Pharmaceuticals, Merck Biopharma, Par Pharmaceutical Companies, Virbac, Novo Nordisk, GlaxoSmithKline Pakistan, Cardinal Health, BioM√©rieux (Diagnostic Equipment), Mylan, GlaxoSmithKline Consumer Nigeria, Merck","Teva Pharmaceutical Industries, based in Israel, is the leading generic drug manufacturer in the world. Teva derives half of its sales from North America and makes up a high-single-digit percentage of the total number of generic prescriptions in the US. It also has a significant presence in Europe, Japan, Russia, and Israel. Besides generics, Teva has a portfolio of innovative medicines and biosimilars in three main therapeutic areas: the central nervous system with Copaxone, Ajovy, and Austedo; respiratory with Qvar and ProAir; and oncology with Truxima, Herzuma, and Bendeka/Treanda. Teva also sells active pharmaceutical ingredients, offers contract manufacturing services, and owns Anda, a US-based generic and specialty drug distributor.",Healthcare,Pharmaceuticals and Biotechnology,Pharmaceuticals,"Biotechnology, Pharmaceuticals*","Life Sciences, Manufacturing","active pharmaceutical ingredients, biologics, generics medicine, migraine cure, pharmaceutical, pharmaceutical ingredients, specialty medicines platform",Corporation,21886.38,Generating Revenue/Not Profitable,Publicly Held,"Debt Financed, M&A, Private Equity, Publicly Listed, Venture Capital",35686,TAE,TEVA,1901,2025-04-26,,Israel,"Tel Aviv, Israel",19888.88,2017-12-01,Secondary Transaction - Open Market,2024-04-17,150.0,Actual,,,PIPE,,Venture Capital,2024-04-17,Completed,,,1990-03-26,,,IPO,,,,Public Investment,Completed,,16544.0,0.0441,-1639.0,14779.0,17075.99,8064.0,41403.02,777.0,-282.0,5959,1372,1673,387,3899,3899,"Acyclic or carbocyclic compounds, Devices for introducing media into, or onto, the body, Heterocyclic compounds, Peptides, Preparations for medical, dental or toiletry purposes",26,,6,"Abingworth, Allergan, Berkshire Hathaway, Fidelity Investments, Nordea Asset Management, The Capital Group Companies","The company (TAE:TEVA) received $150 million of development capital from Abingworth on April 17, 2024 through a private placement. The proceeds from the placement will be used to advance TEV-'248, a dual-action combination of an inhaled corticosteroid and a short-acting beta-agonist (ICS/SABA).",Soros Fund Management,Bausch Health Companies
64684-99,ThirdEye Systems (TAE: THES),ThirdEye Systems Ltd,,"Thirdeye Systems Ltd is involved in the manufacturing and marketing of electro-optical object recognition systems for skimmers and vehicles. The product portfolio of the company includes Chimera, Meduza, Tesseract, aEYE, and Goir among others.",Information Technology,Computer Hardware,Electronic Equipment and Instruments,"Business/Productivity Software, Electronic Equipment and Instruments*","Advanced Manufacturing, Artificial Intelligence & Machine Learning, Manufacturing, Robotics and Drones","artificial intelligence, autonomous machine, drones, intelligent robotics, monitoring, object recognition, object recognition system, sensors, threat alerts",Formerly Accelerator/Incubator backed,15.0,Generating Revenue/Not Profitable,Publicly Held,"M&A, Private Equity, Publicly Listed, Venture Capital",50,TAE,THES,2010,2025-01-28,,Israel,"Netanya, Israel",33.33,2025-01-28,PIPE,2025-01-28,10.0,Actual,33.33,Estimated,PIPE,,Corporate,2025-01-28,Announced/In Progress,,,,,,Accelerator/Incubator,,,,Other,Completed,,4.71,0.1845,-1.92,-0.93,38.55,1.52,23.95,-1.17,-1.35,2,1,,,2,2,,1,,1,New Horizon Group (Ramat Gan),"EDGE Group is in talks to acquire a 30% stake in the company (TAE:THES) through a private placement as of January 28, 2025. EDGE Group will invest $10 million as consideration for the stake. Previously, the company (TAE: THES) received $5 million of development capital from New Horizon Group on an undisclosed date through a private placement. The company is being actively tracked by PitchBook.",ICONYC Labs,EDGE Group (Abu Dhabi)
97758-82,TIGI (TAE: TIGI),TIGI Ltd.,,"Tigi Ltd is engaged in the development of technological solutions for the absorption and storage of solar energy. Its Honeycomb Collector product is efficient and cost-effective in high-temperature differential applications like space heating, industrial process heat, domestic hot water in cold climates as well as space cooling.",Energy,Energy Equipment,Alternative Energy Equipment,"Alternative Energy Equipment*, Energy Production","CleanTech, Industrials, Manufacturing","heat as a service solutions, heat collector, industrial heat pump, solar, solar thermal collector, solar thermal collectors",Corporation,4.01,Generating Revenue,Publicly Held,"Private Equity, Publicly Listed",45,TAE,TIGI,2007,2025-01-21,,Israel,"Hod HaSharon, Israel",,,,2024-07-12,3.74,Actual,,,PIPE,,Private Equity,2024-07-12,Completed,,,2021-03-14,,,IPO,,,,Public Investment,Completed,,,,,,14.0,,,,,32,8,27,1,4,4,"Domestic- or space-heating systems, Solar heat collectors",,,4,"EREN Groupe, JJRF, Niri Clear, Yairco","The company (TAE: TIGI) received ILS 14 million of development capital from JJRF Ltd and EREN Groupe on July 12, 2024 through a private placement.",,
43054-21,Tigo Energy (NAS: TYGO),"Tigo Energy, Inc.","SunPower (Alternative Energy Equipment), SMA Solar Technology, REC Solar (San Luis Obispo), Luminace Holdings, Trinity Solar, Solaredge Technologies, Enphase Energy, Redback Technologies, HelioPower, Sungevity, AlsoEnergy, Fronius, Omnidian, Heliatek, Vivint Solar, Sunrun, SolarCity, Yellow Door Energy, Inaccess","Tigo Energy Inc designs solar power conversion and storage products that provide customers with more choice and flexibility. Its mission is to deliver smart hardware and software solutions that enhance safety, increase energy yield, and lower operating costs of residential, commercial, and utility-scale solar systems. Geographically the company generates revenue from EMEA, Americas, and APAC.",Energy,Energy Equipment,Alternative Energy Equipment,"Alternative Energy Equipment*, Application Software","CleanTech, Climate Tech","climate tech company, intermittent renewable energy, smart solar system, solar energy equipment, solar equipment, solar optimizer, solar photovoltaic, solar technology, string monitoring",Formerly VC-backed,167.64,Generating Revenue/Not Profitable,Publicly Held,"Debt Financed, Publicly Listed, Venture Capital",140,NAS,TYGO,2007,2025-04-26,,United States,"Campbell, CA",275.0,2022-05-27,Later Stage VC,2024-11-26,14.22,Actual,,,Public Investment 2nd Offering,,Public Investment,2024-11-26,Completed,,,2008-06-01,7.66,Actual,Early Stage VC,14.75,Actual,Series A,Venture Capital,Completed,Bridge Loan - 0.22M $,54.01,-0.6281,-62.75,22.22,52.63,-4.16,80.5,-50.87,-52.09,54,24,25,16,13,13,"Circuit arrangements or systems for supplying or distributing electric power, Generation of electric power by conversion of infrared radiation, visible light or ultraviolet light, Inorganic semiconductor devices sensitive to infrared radiation, light, electromagnetic radiation of shorter wavelength or corpuscular radiation, Systems for regulating electric or magnetic variables, Transmission",,,1,Roth CH Acquisition IV,"The company raised $14.22 million in its second public offering on the Nasdaq stock exchange under the ticker symbol of TYGO on November 26, 2024. A total of 14,814,020 shares were sold at $0.96 per share.","Alon Ventures, Bessemer Venture Partners, Clal Energy, Clal Industries, Energy Growth Momentum, Generation Investment Management, Inventech Investment, Kinnevik, Matrix, MoreVC, OVP Venture Partners, SMA Solar Technology, Sunshot Incubator Program",
165196-00,Tikun Olam Cannbit Pharmaceuticals (TAE: TKUN),Tikun Olam Cannbit Pharmaceuticals Ltd,,Tikun Olam Cannbit Pharmaceuticals Ltd is engaged in the business of growing and marketing medical cannabis.,Healthcare,Pharmaceuticals and Biotechnology,Drug Discovery,Drug Discovery*,Cannabis,"cannabis growing services, cannabis marketing, clinical research, growing cannabis, medical cannabis, medical cannabis company",Corporation,,Generating Revenue/Not Profitable,Publicly Held,Publicly Listed,51,TAE,TKUN,,2023-10-07,Tamir Fishman,Israel,"Tel Aviv, Israel",,,,2000-03-19,,,,,IPO,,Public Investment,2000-03-19,Completed,,,2000-03-19,,,IPO,,,,Public Investment,Completed,,9.37,-0.2097,-10.75,4.4,9.0,-0.33,9.56,-2.31,-10.25,,,,,,,,,,,,"The company completed its initial public offering on the Tel Aviv Stock Exchange under the ticker symbol of TKUN on March 19, 2000.",Lifeist,
102714-22,Todos Medical (PINX: TOMDF),Todos Medical Ltd.,,"Todos Medical Ltd is an in vitro diagnostics company. Its operating segments are Breast Cancer Test, Alzheimer's, and COVID-19 testing. The company generates all of its revenue from the United States.",Healthcare,Pharmaceuticals and Biotechnology,Biotechnology,"Biotechnology*, Laboratory Services (Healthcare)","FemTech, Life Sciences, Oncology","blood sample, cancer detection, infrared spectroscopy, signal processing, vitro diagnostics company, vitro diagnostics treatment",Formerly PE-Backed,1.07,Generating Revenue,Publicly Held,"Private Equity, Publicly Listed",7,PINX,TOMDF,2010,2025-04-08,,Israel,"Tel Aviv, Israel",,,,2021-09-23,0.71,Actual,,,PIPE,,Corporate,2021-09-23,Completed,,,2010-04-01,,,University Spin-Out,,,,Public Investment,Completed,,10.75,-0.0784,-38.77,35.82,0.02,4.48,56.63,-16.79,-17.58,34,4,26,3,5,5,"Investigating or analysing materials by determining their chemical or physical properties, Measurement of intensity, velocity, spectral content, polarisation, phase or pulse characteristics of infrared, visible or ultraviolet light",2,,1,Ben-Gurion University of the Negev,"The company (PINX:TOMDF) received ILS 2.29 million of development capital from undisclosed investors on September 23, 2021 through a private placement.","D.P.H. Investments, Horizon 2020",
226875-25,Together Pharma (TAE: TGTR),Together Pharma Ltd,,"Together Pharma Ltd is a Israel-based company. It is engaged in the growing, production, and distribution of medical cannabis products. It also exports medical cannabis from Israel. Geographically it operates in Israel, Europe, and Uganda. The majority of its revenue is generated from Israel.",Healthcare,Pharmaceuticals and Biotechnology,Other Pharmaceuticals and Biotechnology,"Cultivation, Other Pharmaceuticals and Biotechnology*","Cannabis, LOHAS & Wellness, Manufacturing","cannabis farming, cbd cream, cbd medicine, cbd oils, cbd pills, cbd product",Corporation,5.72,Generating Revenue,Publicly Held,Publicly Listed,,TAE,TGTR,1991,2024-12-26,,Israel,"Ashkelon, Israel",49.52,2019-09-02,PIPE,2021-01-10,0.03,Actual,,,PIPE,,Corporate,2021-01-10,Completed,,,1993-06-06,,,IPO,,,,Public Investment,Completed,,,,,,16.05,,,,,,,,,,,,,,1,Ralco Agencies Company,"The company (TAE:TGTR) received ILS 84,755 of development capital from undisclosed investors on January 10, 2021 through a private placement.",,
466816-06,Tondo (TAE: TNDO),Tondo Smart Ltd.,,Tondo Smart Ltd is engaged in the development and production of management and control technologies for a smart city.,Information Technology,Computer Hardware,Other Hardware,"Business/Productivity Software, Other Hardware*","Industrials, Internet of Things, TMT","enterprise asset management, enterprise resource planning, erp, iot platform, iot platform software, smart city, smart lighting, smart lighting system",Corporation,5.42,Generating Revenue,Publicly Held,Publicly Listed,10,TAE,TNDO,2016,2025-02-28,,Israel,"Tel Aviv, Israel",20.77,2021-10-21,IPO,2021-10-21,5.42,Actual,20.77,Estimated,IPO,,Public Investment,2021-10-21,Completed,,,2021-10-21,5.42,Actual,IPO,20.77,Estimated,,Public Investment,Completed,,,,,,13.02,,,,,3,2,3,,,,Electric heating,,,,,"The company raised ILS 17.5 million in its initial public offering on the Tel Aviv Stock Exchange under the ticker symbol of TNDO on October 21, 2021. After the offering, the valuation of the company was at ILS 67 million.",,
452851-75,TopGum (TAE: TPGM),"TopGum Industries, Ltd.",,Top Gum Industries Ltd is engaged in the development and sale of nutritional supplements and confectionery products.,Consumer Products and Services (B2C),Consumer Non-Durables,Food Products,Food Products*,Manufacturing,"candy and sweets, confectionery candy, confectionery firm, confectionery food, nutrition supplements manufacturing, nutrition supplements product",Formerly PE-Backed,30.63,Generating Revenue/Not Profitable,Publicly Held,"Private Equity, Publicly Listed",202,TAE,TPGM,2004,2025-04-13,,Israel,"Sderot, Israel",,,,2021-08-12,30.63,Actual,,,IPO,,Public Investment,2021-08-12,Completed,,,2020-11-09,,,PE Growth/Expansion,,,,Private Equity,Completed,,59.27,0.2998,-6.49,21.06,244.62,20.51,216.87,-2.81,-5.26,6,1,2,4,,,"Cocoa, Foods, foodstuffs or non-alcoholic beverages, not otherwise provided for",,,,,"The company completed its initial public offering on the Tel Aviv Stock Exchange under the ticker symbol of TPGM on August 12, 2021.",AP Partners,
155522-80,TruckNet (TAE: TRAN),Trucknet Enterprise LTD,,"Trucknet Enterprise Ltd provides fleet management companies with cloud-based transport optimization platform that delivers smart freight exchange to improve efficiency and profitability while reducing environmental impact. The system consists of the following components: the Trucknet platform that automatically matches empty vehicles to subcontractor requests from other companies, TMS is an internal schedule software for transportation companies, Driver Interface which is a mobile application for the driver, Tracker that is a mobile application for end-to-end delivery, currently in development, Trucknet Telematics which is a central interface for different telematics systems, in development.",Business Products and Services (B2B),Commercial Services,Logistics,"Business/Productivity Software, Logistics*","Industrials, SaaS, TMT","bulk transport, crosses company optimization, logistics systems, space sharing, transport optimization platform",Formerly VC-backed,,Generating Revenue,Publicly Held,"Publicly Listed, Venture Capital",38,TAE,TRAN,2016,2025-03-26,,Israel,"Eilat, Israel",,,,2021-03-25,,,,,IPO,,Public Investment,2021-03-25,Completed,,,2017-09-01,,,Early Stage VC,,,,Venture Capital,Completed,,,,,,9.57,,,,,,,,,,,,,,,,"The company raised an undisclosed amount of funding in its initial public offering on the Tel Aviv Stock Exchange under the ticker symbol of TRAN on March 25, 2021.",Capital Nature,
151424-47,TSG IT Advanced Systems (TAE: TSG),TSG IT Advanced Systems Ltd,,"TSG IT Advanced Systems Ltd is a provider of C4ISTAR, Intelligence, HLS, and Cyber Security solutions that develop, integrate, and deliver mission-critical, turnkey solutions to various military forces, governmental agencies, and corporations. Its line of business are Command & Control, Intelligence, IT Systems & Telecom, Cyber Security, and Homeland Security.",Business Products and Services (B2B),Commercial Services,Security Services (B2B),"Application Software, Security Services (B2B)*","Industrials, TMT","cyber security, cyber security data, cyber security device, cyber security softwar, cyber security software, homeland security service",Corporation,16.78,Profitable,Publicly Held,"M&A, Publicly Listed",201,TAE,TSG,1969,2025-04-02,,Israel,"Tel Aviv, Israel",125.01,2024-07-31,IPO,2024-07-31,16.78,Estimated,125.01,Estimated,IPO,,Public Investment,2024-07-31,Completed,,,2016-05-10,51.53,Actual,Merger/Acquisition,51.53,Estimated,Corporate Divestiture,Corporate,Completed,,86.38,0.0902999999999999,2.66,21.72,135.3,19.68,,12.18,7.08,,,,,,,,,,,,"The company, a subsidiary of Ness Technologies (NASDAQ: NSTC) was acquired by Formula Systems (NASDAQ: FORTY) and Israel Aerospace Industries for $51.53 million on May 9, 2016. The acquisition allows both the companies to expand its defense and cyber security solutions.","Formula Systems, Israel Aerospace Industries",Ness Technologies (Teaneck)
435491-74,TurboGen CHP (TAE: TURB),Turbogen Ltd,,"Turbogen Ltd is engaged in developing multifuel CHP systems with a vision of providing on-site energy for buildings. Its CHP systems outperform current electric efficiency solutions, enabling fast ROI, lower building emissions, and peak saving for utilities. The company's multi-fuel technology enables hybrid Operations: Solar-Gas, Hydrogen-Gas, SOFC-Gas.",Energy,Energy Equipment,Other Equipment,Other Equipment*,Manufacturing,"aerospace engine, aerospace technology, chp engine, clean energy, energy generator",Corporation,,Generating Revenue,Publicly Held,Publicly Listed,,TAE,TURB,2014,2024-01-17,,Israel,"Petah Tikva, Israel",,,,2021-11-24,,,,,IPO,,Public Investment,2021-11-24,Completed,,,2021-11-24,,,IPO,,,,Public Investment,Completed,,,,,,55.25,,,,,22,6,13,8,1,1,"Gas-turbine plants, Generating combustion products of high pressure or high velocity, Non-positive displacement machines or engines, Spring, weight, inertia or like motors",,,,,"The company completed its initial public offering on the Tel Aviv Stock Exchange under the ticker symbol of TURB on November 24, 2021.",,
57088-09,Urogen Pharma (NAS: URGN),UroGen Pharma Ltd,"Cullgen, Bluebird Bio, Galapagos (Biotechnology), VelosBio, Xenetic Bioscience, Polaris Group (California), Sitka Biopharma, Juno Therapeutics, Dianomi Therapeutics, Talphera, Voyager Therapeutics, Rexahn Pharmaceuticals, Relmada Therapeutics, Regenxbio, Progenra, Heron Therapeutics, Accuronix Therapeutics, Acerus Pharmaceuticals, Actelion Pharmaceuticals, SAMYANG Biopharmaceuticals, Endocyte, Cornerstone Pharmaceuticals, Arrowhead Pharmaceuticals, Bonti","UroGen Pharma Ltd is a clinical-stage biotechnology firm specializing in solutions for urothelial and specialty cancers. The company has developed RTGel reverse-thermal hydrogel, a proprietary technology enhancing the therapeutic profiles of existing drugs by enabling sustained release. Their flagship product, Jelmyto (mitomycin) for pyelocalyceal solution, along with investigational candidate UGN-102 (mitomycin) for intravesical solution, targets non-surgical tumor ablation in forms of non-muscle invasive urothelial cancer. Additionally, their immuno-uro-oncology pipeline includes UGN-301 (zalifrelimab), an anti-CTLA-4 antibody, intended for both monotherapy and combination therapy. Revenue is generated from product sales.",Healthcare,Pharmaceuticals and Biotechnology,Drug Delivery,"Drug Delivery*, Therapeutic Devices","Life Sciences, Oncology","drugs delivery technology, intra-cavitary disease, pharmaceutical, urinary tract treatment, urological disorder, urology treatment",Formerly VC-backed,477.65,Generating Revenue/Not Profitable,Publicly Held,"Debt Financed, Private Equity, Publicly Listed, Venture Capital",235,NAS,URGN,2004,2025-04-26,,United States,"Princeton, NJ",155.64,2017-05-04,IPO,2024-09-25,25.0,Actual,,,General Corporate Purpose,,Debt,2024-09-25,Completed,25.0,Term Loan - 25.00M $ (Recurring revenue based lending loans),2004-04-01,,,Accelerator/Incubator,,,,Other,Completed,,90.4,0.0929,-126.87,-113.3,454.95,81.52,321.77,-119.24,-120.42,101,23,63,6,32,32,"Acyclic, carbocyclic or heterocyclic compounds containing elements other than carbon, hydrogen, halogen, oxygen, nitrogen, sulfur, selenium or tellurium, Devices for introducing media into, or onto, the body, Diagnosis, Preparations for medical, dental or toiletry purposes",20,,,,"The company raised $25 million of debt financing on September 25, 2024. The funds will be used to boost its general corporate and working capital requirements.","Acorn Bioventures, Altamont Pharmaceutical Holdings, Aravis, Arkin Capital, Bellco Capital, C.H. Health, Granot Ventures, Great Point Partners, Magna Capital Partners, Monograph Capital, OurCrowd, Pontifax Venture Capital, ProQuest Investments, RA Capital Management, RTW Investments, Tatham Investments, Telormedix, The Horton Fund, Two River Group",
54268-48,Varonis Systems (NAS: VRNS),"Varonis Systems, Inc.","Rapid7, Tenable, AvePoint, Profisee, Integrate.io, OneLogin, Xeratic, InMoment, Informatica, SAP, TIBCO Software, Matillion, SecureAuth, CommVault Systems, SolarWinds, Zaloni, Doxim, Collibra, Information Builders, Exonar, Syniti, Forcepoint, Identify3D, Talend, Infogix, Informatica Customer 360 Insights, Seclore, Rubrik",Varonis Systems is a cybersecurity vendor focused on data privacy and security. The firm is currently undergoing a cloud transition as it weans its on-premises customers over to its cloud products that are delivered as software-as-a-service. The New York-based firm was founded in 2005 and went public in 2014.,Information Technology,Software,Database Software,"Business/Productivity Software, Database Software*","Cybersecurity, SaaS, TMT","cloud transition, cloud transition strategy, cybersecurity firm, cybersecurity services, cybersecurity system, unstructured data, word processing",Formerly VC-backed,595.9,Generating Revenue/Not Profitable,Publicly Held,"Publicly Listed, Venture Capital",2406,NAS,VRNS,2004,2025-04-26,,United States,"New York, NY",524.38,2014-02-28,IPO,2021-02-11,450.0,Actual,,,Public Investment 2nd Offering,,Public Investment,2021-02-11,Completed,,,,3.53,Actual,Early Stage VC,6.29,Actual,Series A,Venture Capital,Completed,,550.95,0.1038,-95.76,185.99,4732.19,457.1,4863.16,-97.66,-108.79,262,67,200,17,45,45,"Computing arrangements based on specific computational models, Electric digital data processing, Information and communication technology [ict] specially adapted for administrative, commercial, financial, managerial or supervisory purposes, Signalling or calling systems, Transmission of digital information",,,,,"The company raised $450 million in its second public offering on the Nasdaq stock exchange under the ticker symbol of VRNS on February 11, 2021. A total of 2,307,693 shares were sold at $195 per share. The underwriters were granted an option to purchase up to an additional 346,153 shares from the company to cover over-allotments, if any. The underwriters were granted an option to purchase up to an additional 346,153 shares from the company to cover over-allotments, if any.","Accel, EMC Ventures, Evergreen Venture Partners, Pitango Venture Capital, Qumra Capital, TriplePoint Capital",
51069-52,VBL Therapeutics,Vascular Biogenic Ltd.,"Dynavax Technologies, Jounce Therapeutics, Affimed, Inovio Pharmaceuticals, Ayala Pharmaceuticals, Genelux, Apexigen, Aduro Biotech, Amarantus BioScience Holdings, Immunocore Holdings, Agenus, Gilead Sciences, Amgen, Celyad Oncology, Immatics, Genomic Health, Regulus Therapeutics, Neurogene, VBI Vaccines, Vical, ProMIS Neurosciences, Aura Biosciences, BioNTech, Juno Therapeutics, Adaptimmune Therapeutics, Kite Pharma, Bluebird Bio, MediGene, Seneca Biopharma, Merrimack Pharmaceuticals, Dendreon, Catalyst Pharmaceuticals, NexImmune, Zynerba Pharmaceuticals, ViraTherapeutics, Brainstorm Cell Therapeutics, CuraSen","Vascular Biogenics Ltd is a clinical-stage biopharmaceutical company. It is focused on the discovery, development, and commercialization of first-in-class treatments for cancer. The lead product candidate of the company is VB-111 which is a gene-based biologic which is being developed for solid tumor indications for recurrent glioblastoma, an aggressive form of brain cancer. The company is also engaged in conducting a program targeting anti-inflammatory diseases, based on the use of Lecinoxoid platform technology. The product brands of the company include VTS, Vascular Targeting Systems, Vbl, Vascular Biogenics And Vascular Therapeutics.",Healthcare,Pharmaceuticals and Biotechnology,Biotechnology,"Biotechnology*, Drug Discovery, Therapeutic Devices","Life Sciences, Oncology","anti-inflammatory agent, atherosclerosis, drug development company, immune-inflammatory disease, pharmaceutical, psoriasis",Formerly VC-backed,231.7,Generating Revenue/Not Profitable,Acquired/Merged,"Private Equity, Publicly Listed, Venture Capital",7,,,2000,2025-03-26,,Israel,"Modiin, Israel",145.0,2023-10-16,Merger/Acquisition,2023-10-16,145.0,Actual,145.0,,Merger/Acquisition,,Corporate,2023-10-16,Completed,,,,76.0,Estimated,Early Stage VC,,,,Venture Capital,Completed,,0.0,,-7.85,-20.77,12.11,,-5.29,-7.95,-7.95,,,,,,,,,Notable Labs,3,"Aurum Ventures MKI, European Innovation Council Fund, Horizon 2020","The company was acquired by Notable Labs through a reverse merger, resulting in the combined entity trading on the Nasdaq Stock Exchange under the ticker symbol NTBL on October 16, 2023. The company is no longer actively tracked by PitchBook.","GlenRock Israel, JJD Holdings, Max Herzberg, Pitango Venture Capital, Teva Pharmaceutical Industries, The Keffi Group",
63370-54,Venus Concept (NAS: VERO),Venus Concept Inc.,"Cutera, Quanta System, Quanta Aesthetic Lasers USA, Lumenis, Sciton, Solta Medical, Cynosure (Other Devices and Supplies), Ulthera, IRIDEX, Atricure, Nova Medical Israel, Soliton, Avinger, Fotona, Candela Medical, Zeltiq Aesthetics","Venus Concept Inc is a medical technology company. It develops, commercializes, and delivers minimally invasive and non-invasive medical aesthetic and hair restoration technologies and related services. The company's products include NeoGraft, Venus Viva, Venus Legacy, Venus Versa, Venus Velocity, Venus Bliss, ARTAS systems, and others. The company provides medical devices and treatments for hair, body, and skin-related problems. It generates a majority of its revenue from the United States.",Healthcare,Healthcare Devices and Supplies,Other Devices and Supplies,"Other Devices and Supplies*, Other Healthcare Services",,"aesthetic medical devices, cellulite reduction, cosmetic procedures, healthcare device, medical aesthetic, noninvasive device",Formerly VC-backed,288.33,Generating Revenue/Not Profitable,Publicly Held,"Debt Financed, Private Equity, Publicly Listed, Venture Capital",292,NAS,VERO,2002,2025-04-26,,Canada,"Toronto, Canada",240.0,2019-11-07,Reverse Merger,2025-04-14,1.57,Estimated,,,PIPE,,Corporate,2025-04-14,Completed,,,2014-05-22,10.0,Actual,Later Stage VC,,,,Venture Capital,Completed,,64.83,-0.1509,-47.0,38.76,3.53,44.31,37.12,-36.04,-39.93,488,79,399,13,76,76,"Diagnosis, Electrotherapy, Filters implantable into blood vessels, Healthcare informatics, Image data processing or generation, in general",35,,5,"EW Healthcare Partners, HealthQuest Capital, Madryn Asset Management, Masters Capital Management, SEDCO Capital ( Asset Management)","The company (NAS: VERO) received $1.57 million of development capital from undisclosed investors on April 14, 2025 through a private placement. The company intends to use the net proceeds from the offering for general corporate purposes.","Aperture Venture Partners, Lincoln Park Capital, Longitude Capital, Restoration Robotics",
